rollno,CourseName,sectioname,AvgTimeSpentInHours
DLPJ0418CP020124,Programming in C,DLPJP18CPB4_Programming in C,15
DLPJ0418CP020125,Advanced C- Language,DLPJP18CPB4_Advanced C,7.9
DLPJ0418CP020125,IT Foundation Skills,DLPJP18CPB4_Foundation,14.3
DLPJ0418CP020125,Life Skills,Business Communication - C Stream,2.2
DLPJ0418CP020125,PJP  Webinar,DLPJ0418C_Webinar,0
DLPJ0418CP020125,Programming in C,DLPJP18CPB4_Programming in C,14.6
DLPJ0418CP020126,Advanced C- Language,DLPJP18CPB4_Advanced C,4.1
DLPJ0418CP020126,IT Foundation Skills,DLPJP18CPB4_Foundation,9.1
DLPJ0418CP020126,Life Skills,Business Communication - C Stream,2.2
DLPJ0418CP020126,PJP  Webinar,DLPJ0418C_Webinar,0.1
DLPJ0418CP020126,Programming in C,DLPJP18CPB4_Programming in C,6.7
DLPJ0418CP020127,Advanced C- Language,DLPJP18CPB4_Advanced C,2.1
DLPJ0418CP020127,IT Foundation Skills,DLPJP18CPB4_Foundation,16.4
DLPJ0418CP020127,Life Skills,Business Communication - C Stream,0.7
DLPJ0418CP020127,PJP  Webinar,DLPJ0418C_Webinar,1.1
DLPJ0418CP020127,Programming in C,DLPJP18CPB4_Programming in C,10.4
DLPJ0418CP020129,Advanced C- Language,DLPJP18CPB4_Advanced C,15.3
DLPJ0418CP020129,IT Foundation Skills,DLPJP18CPB4_Foundation,15.3
DLPJ0418CP020129,Life Skills,Business Communication - C Stream,2
DLPJ0418CP020129,PJP  Webinar,DLPJ0418C_Webinar,0.3
DLPJ0418CP020129,Programming in C,DLPJP18CPB4_Programming in C,13.1
DLPJ0418CP020130,Advanced C- Language,DLPJP18CPB4_Advanced C,7.3
DLPJ0418CP020130,IT Foundation Skills,DLPJP18CPB4_Foundation,3.4
DLPJ0418CP020130,Life Skills,Business Communication - C Stream,0.3
DLPJ0418CP020130,PJP  Webinar,DLPJ0418C_Webinar,0.5
DLPJ0418CP020130,Programming in C,DLPJP18CPB4_Programming in C,7.8
DLPJ0418CP020131,Advanced C- Language,DLPJP18CPB4_Advanced C,9.4
DLPJ0418CP020131,IT Foundation Skills,DLPJP18CPB4_Foundation,10.2
DLPJ0418CP020131,Life Skills,Business Communication - C Stream,2.1
DLPJ0418CP020131,PJP  Webinar,DLPJ0418C_Webinar,0
DLPJ0418CP020131,Programming in C,DLPJP18CPB4_Programming in C,9.8
DLPJ0418CP020132,Advanced C- Language,DLPJP18CPB4_Advanced C,5.9
DLPJ0418CP020132,IT Foundation Skills,DLPJP18CPB4_Foundation,7.2
DLPJ0418CP020132,Life Skills,Business Communication - C Stream,1.5
DLPJ0418CP020132,PJP  Webinar,DLPJ0418C_Webinar,0.2
DLPJ0418CP020132,Programming in C,DLPJP18CPB4_Programming in C,8.5
DLPJ0418CP020133,Advanced C- Language,DLPJP18CPB4_Advanced C,10.8
DLPJ0418CP020133,IT Foundation Skills,DLPJP18CPB4_Foundation,9.2
DLPJ0418CP020133,Life Skills,Business Communication - C Stream,2.2
DLPJ0418CP020133,PJP  Webinar,DLPJ0418C_Webinar,0.2
DLPJ0418CP020133,Programming in C,DLPJP18CPB4_Programming in C,6.5
DLPJ0418CP020134,Advanced C- Language,DLPJP18CPB4_Advanced C,15.1
DLPJ0418CP020134,IT Foundation Skills,DLPJP18CPB4_Foundation,8.8
DLPJ0418CP020134,Life Skills,Business Communication - C Stream,1.7
DLPJ0418CP020134,PJP  Webinar,DLPJ0418C_Webinar,0
DLPJ0418CP020134,Programming in C,DLPJP18CPB4_Programming in C,11.3
DLPJ0418CP020135,Advanced C- Language,DLPJP18CPB4_Advanced C,10.8
DLPJ0418CP020135,IT Foundation Skills,DLPJP18CPB4_Foundation,17.7
DLPJ0418CP020135,Life Skills,Business Communication - C Stream,1.5
DLPJ0418CP020135,PJP  Webinar,DLPJ0418C_Webinar,0.5
DLPJ0418CP020135,Programming in C,DLPJP18CPB4_Programming in C,17.4
DLPJ0418CP020136,Advanced C- Language,DLPJP18CPB4_Advanced C,9.4
DLPJ0418CP020136,IT Foundation Skills,DLPJP18CPB4_Foundation,12.9
DLPJ0418CP020136,Life Skills,Business Communication - C Stream,2.4
DLPJ0418CP020136,PJP  Webinar,DLPJ0418C_Webinar,0.7
DLPJ0418CP020136,Programming in C,DLPJP18CPB4_Programming in C,15.1
DLPJ0418CP020137,Advanced C- Language,DLPJP18CPB4_Advanced C,11.8
DLPJ0418CP020137,IT Foundation Skills,DLPJP18CPB4_Foundation,15.9
DLPJ0418CP020137,Life Skills,Business Communication - C Stream,2.3
DLPJ0418CP020137,PJP  Webinar,DLPJ0418C_Webinar,1.1
DLPJ0418CP020137,Programming in C,DLPJP18CPB4_Programming in C,13
DLPJ0418CP020138,Advanced C- Language,DLPJP18CPB4_Advanced C,16.8
DLPJ0418CP020138,IT Foundation Skills,DLPJP18CPB4_Foundation,16.8
DLPJ0418CP020138,Life Skills,Business Communication - C Stream,1.3
DLPJ0418CP020138,PJP  Webinar,DLPJ0418C_Webinar,0.3
DLPJ0418CP020138,Programming in C,DLPJP18CPB4_Programming in C,19.7
DLPJ0418CP020140,Advanced C- Language,DLPJP18CPB4_Advanced C,15.4
DLPJ0418CP020140,IT Foundation Skills,DLPJP18CPB4_Foundation,14.8
DLPJ0418CP020140,Life Skills,Business Communication - C Stream,3.4
DLPJ0418CP020140,PJP  Webinar,DLPJ0418C_Webinar,0
DLPJ0418CP020140,Programming in C,DLPJP18CPB4_Programming in C,17.5
DLPJ0418CP020141,Advanced C- Language,DLPJP18CPB4_Advanced C,14.9
DLPJ0418CP020141,IT Foundation Skills,DLPJP18CPB4_Foundation,21.3
DLPJ0418CP020141,Life Skills,Business Communication - C Stream,1.7
DLPJ0418CP020141,PJP  Webinar,DLPJ0418C_Webinar,0.4
DLPJ0418CP020141,Programming in C,DLPJP18CPB4_Programming in C,14.9
DLPJ0418CP020142,Advanced C- Language,DLPJP18CPB4_Advanced C,8.3
DLPJ0418CP020142,IT Foundation Skills,DLPJP18CPB4_Foundation,13.2
DLPJ0418CP020142,Life Skills,Business Communication - C Stream,1.1
DLPJ0418CP020142,PJP  Webinar,DLPJ0418C_Webinar,0
DLPJ0418CP020142,Programming in C,DLPJP18CPB4_Programming in C,14.1
DLPJ0418CP020143,IT Foundation Skills,DLPJP18CPB4_Foundation,2.9
DLPJ0418CP020143,Life Skills,Business Communication - C Stream,3.1
DLPJ0418CP020143,Programming in C,DLPJP18CPB4_Programming in C,1.3
DLPJ0418CP020145,Advanced C- Language,DLPJP18CPB4_Advanced C,0.4
DLPJ0418CP020145,IT Foundation Skills,DLPJP18CPB4_Foundation,12.9
DLPJ0418CP020145,Life Skills,Business Communication - C Stream,0.1
DLPJ0418CP020145,PJP  Webinar,DLPJ0418C_Webinar,0
DLPJ0418CP020145,Programming in C,DLPJP18CPB4_Programming in C,1.9
DLPJ0418CP020146,Advanced C- Language,DLPJP18CPB4_Advanced C,9.3
DLPJ0418CP020146,IT Foundation Skills,DLPJP18CPB4_Foundation,10.1
DLPJ0418CP020146,Life Skills,Business Communication - C Stream,1
DLPJ0418CP020146,PJP  Webinar,DLPJ0418C_Webinar,0.6
DLPJ0418CP020146,Programming in C,DLPJP18CPB4_Programming in C,16.2
DLPJ0418CP020148,Advanced C- Language,DLPJP18CPB4_Advanced C,4.6
DLPJ0418CP020148,IT Foundation Skills,DLPJP18CPB4_Foundation,14.8
DLPJ0418CP020148,Life Skills,Business Communication - C Stream,1.2
DLPJ0418CP020148,PJP  Webinar,DLPJ0418C_Webinar,0
DLPJ0418CP020148,Programming in C,DLPJP18CPB4_Programming in C,13.8
DLPJ0418CP020149,Advanced C- Language,DLPJP18CPB4_Advanced C,3.9
DLPJ0418CP020149,IT Foundation Skills,DLPJP18CPB4_Foundation,13.7
DLPJ0418CP020149,Life Skills,Business Communication - C Stream,1.8
DLPJ0418CP020149,PJP  Webinar,DLPJ0418C_Webinar,0.1
DLPJ0418CP020149,Programming in C,DLPJP18CPB4_Programming in C,16
DLPJ0418CP020150,Advanced C- Language,DLPJP18CPB4_Advanced C,15.1
DLPJ0418CP020150,IT Foundation Skills,DLPJP18CPB4_Foundation,13
DLPJ0418CP020150,Life Skills,Business Communication - C Stream,1.8
DLPJ0418CP020150,PJP  Webinar,DLPJ0418C_Webinar,0.1
DLPJ0418CP020150,Programming in C,DLPJP18CPB4_Programming in C,14.7
DLPJ0418CP020151,Advanced C- Language,DLPJP18CPB4_Advanced C,2.8
DLPJ0418CP020151,IT Foundation Skills,DLPJP18CPB4_Foundation,5.3
DLPJ0418CP020151,Life Skills,Business Communication - C Stream,1.3
DLPJ0418CP020151,PJP  Webinar,DLPJ0418C_Webinar,0.2
DLPJ0418CP020151,Programming in C,DLPJP18CPB4_Programming in C,7.8
DLPJ0418CP020152,Advanced C- Language,DLPJP18CPB4_Advanced C,18.7
DLPJ0418CP020152,IT Foundation Skills,DLPJP18CPB4_Foundation,14.1
DLPJ0418CP020152,Life Skills,Business Communication - C Stream,2
DLPJ0418CP020152,PJP  Webinar,DLPJ0418C_Webinar,0.1
DLPJ0418CP020152,Programming in C,DLPJP18CPB4_Programming in C,13.1
DLPJ0418CP020153,Advanced C- Language,DLPJP18CPB4_Advanced C,16.6
DLPJ0418CP020153,IT Foundation Skills,DLPJP18CPB4_Foundation,13.3
DLPJ0418CP020153,Life Skills,Business Communication - C Stream,1.9
DLPJ0418CP020153,PJP  Webinar,DLPJ0418C_Webinar,0.9
DLPJ0418CP020153,Programming in C,DLPJP18CPB4_Programming in C,11.2
DLPJ0418CP020154,Advanced C- Language,DLPJP18CPB4_Advanced C,14.4
DLPJ0418CP020154,IT Foundation Skills,DLPJP18CPB4_Foundation,13.1
DLPJ0418CP020154,Life Skills,Business Communication - C Stream,4.5
DLPJ0418CP020154,PJP  Webinar,DLPJ0418C_Webinar,0.2
DLPJ0418CP020154,Programming in C,DLPJP18CPB4_Programming in C,10.6
DLPJ0418CP020155,Advanced C- Language,DLPJP18CPB4_Advanced C,5.7
DLPJ0418CP020155,IT Foundation Skills,DLPJP18CPB4_Foundation,13.3
DLPJ0418CP020155,Life Skills,Business Communication - C Stream,5.4
DLPJ0418CP020155,PJP  Webinar,DLPJ0418C_Webinar,0.6
DLPJ0418CP020155,Programming in C,DLPJP18CPB4_Programming in C,11.7
DLPJ0418CP020156,Advanced C- Language,DLPJP18CPB4_Advanced C,2.3
DLPJ0418CP020156,IT Foundation Skills,DLPJP18CPB4_Foundation,8.9
DLPJ0418CP020156,Life Skills,Business Communication - C Stream,2
DLPJ0418CP020156,PJP  Webinar,DLPJ0418C_Webinar,0
DLPJ0418CP020156,Programming in C,DLPJP18CPB4_Programming in C,5.8
DLPJ0418CP020157,Advanced C- Language,DLPJP18CPB4_Advanced C,9.8
DLPJ0418CP020157,IT Foundation Skills,DLPJP18CPB4_Foundation,12.9
DLPJ0418CP020157,Life Skills,Business Communication - C Stream,3.4
DLPJ0418CP020157,PJP  Webinar,DLPJ0418C_Webinar,1
DLPJ0418CP020157,Programming in C,DLPJP18CPB4_Programming in C,14
DLPJ0418CP020158,Advanced C- Language,DLPJP18CPB4_Advanced C,15.8
DLPJ0418CP020158,IT Foundation Skills,DLPJP18CPB4_Foundation,20.9
DLPJ0418CP020158,Life Skills,Business Communication - C Stream,2.7
DLPJ0418CP020158,PJP  Webinar,DLPJ0418C_Webinar,0.2
DLPJ0418CP020158,Programming in C,DLPJP18CPB4_Programming in C,18.7
DLPJ0418CP020159,IT Foundation Skills,DLPJP18CPB4_Foundation,12.5
DLPJ0418CP020159,Life Skills,Business Communication - C Stream,2.1
DLPJ0418CP020159,PJP  Webinar,DLPJ0418C_Webinar,0.5
DLPJ0418CP020159,Programming in C,DLPJP18CPB4_Programming in C,2.1
DLPJ0418CP020160,Advanced C- Language,DLPJP18CPB4_Advanced C,23.3
DLPJ0418CP020160,IT Foundation Skills,DLPJP18CPB4_Foundation,26.2
DLPJ0418CP020160,Life Skills,Business Communication - C Stream,4
DLPJ0418CP020160,PJP  Webinar,DLPJ0418C_Webinar,3
DLPJ0418CP020160,Programming in C,DLPJP18CPB4_Programming in C,24.4
DLPJ0418CP020161,Advanced C- Language,DLPJP18CPB4_Advanced C,2.9
DLPJ0418CP020161,IT Foundation Skills,DLPJP18CPB4_Foundation,9.7
DLPJ0418CP020161,Programming in C,DLPJP18CPB4_Programming in C,10.3
DLPJ0418CP020162,Advanced C- Language,DLPJP18CPB4_Advanced C,11.9
DLPJ0418CP020162,IT Foundation Skills,DLPJP18CPB4_Foundation,8.4
DLPJ0418CP020162,Life Skills,Business Communication - C Stream,2.6
DLPJ0418CP020162,PJP  Webinar,DLPJ0418C_Webinar,0.8
DLPJ0418CP020162,Programming in C,DLPJP18CPB4_Programming in C,7.4
DLPJ0418CP020163,Advanced C- Language,DLPJP18CPB4_Advanced C,1
DLPJ0418CP020163,IT Foundation Skills,DLPJP18CPB4_Foundation,9.6
DLPJ0418CP020163,Life Skills,Business Communication - C Stream,1.5
DLPJ0418CP020163,PJP  Webinar,DLPJ0418C_Webinar,0.3
DLPJ0418CP020163,Programming in C,DLPJP18CPB4_Programming in C,14.2
DLPJ0418CP020164,IT Foundation Skills,DLPJP18CPB4_Foundation,0.6
DLPJ0418CP020164,Life Skills,Business Communication - C Stream,0.3
DLPJ0418CP020164,PJP  Webinar,DLPJ0418C_Webinar,0
DLPJ0418CP020164,Programming in C,DLPJP18CPB4_Programming in C,0.8
DLPJ0418CP020165,Advanced C- Language,DLPJP18CPB4_Advanced C,12.3
DLPJ0418CP020165,IT Foundation Skills,DLPJP18CPB4_Foundation,12.7
DLPJ0418CP020165,Life Skills,Business Communication - C Stream,1
DLPJ0418CP020165,PJP  Webinar,DLPJ0418C_Webinar,0.2
DLPJ0418CP020165,Programming in C,DLPJP18CPB4_Programming in C,17.3
DLPJ0418CP020166,Advanced C- Language,DLPJP18CPB4_Advanced C,13
DLPJ0418CP020166,IT Foundation Skills,DLPJP18CPB4_Foundation,11.2
DLPJ0418CP020166,Life Skills,Business Communication - C Stream,0.2
DLPJ0418CP020166,PJP  Webinar,DLPJ0418C_Webinar,1.3
DLPJ0418CP020166,Programming in C,DLPJP18CPB4_Programming in C,13.8
DLPJ0418CP020168,IT Foundation Skills,DLPJP18CPB4_Foundation,11.5
DLPJ0418CP020168,Life Skills,Business Communication - C Stream,2.6
DLPJ0418CP020168,PJP  Webinar,DLPJ0418C_Webinar,2.5
DLPJ0418CP020168,Programming in C,DLPJP18CPB4_Programming in C,20.9
DLPJ0418CP020169,Advanced C- Language,DLPJP18CPB4_Advanced C,0.6
DLPJ0418CP020169,IT Foundation Skills,DLPJP18CPB4_Foundation,8.2
DLPJ0418CP020169,Life Skills,Business Communication - C Stream,2.1
DLPJ0418CP020169,PJP  Webinar,DLPJ0418C_Webinar,0.2
DLPJ0418CP020169,Programming in C,DLPJP18CPB4_Programming in C,6.7
DLPJ0418CP020170,Advanced C- Language,DLPJP18CPB4_Advanced C,1.7
DLPJ0418CP020170,IT Foundation Skills,DLPJP18CPB4_Foundation,11.1
DLPJ0418CP020170,Life Skills,Business Communication - C Stream,0.8
DLPJ0418CP020170,Programming in C,DLPJP18CPB4_Programming in C,10.1
DLPJ0418CP020171,Advanced C- Language,DLPJP18CPB4_Advanced C,6.2
DLPJ0418CP020171,IT Foundation Skills,DLPJP18CPB4_Foundation,11.6
DLPJ0418CP020171,Life Skills,Business Communication - C Stream,1.6
DLPJ0418CP020171,PJP  Webinar,DLPJ0418C_Webinar,1.3
DLPJ0418CP020171,Programming in C,DLPJP18CPB4_Programming in C,9
DLPJ0418CP020172,Advanced C- Language,DLPJP18CPB4_Advanced C,8
DLPJ0418CP020172,IT Foundation Skills,DLPJP18CPB4_Foundation,12.7
DLPJ0418CP020172,Life Skills,Business Communication - C Stream,2.6
DLPJ0418CP020172,Programming in C,DLPJP18CPB4_Programming in C,19.4
DLPJ0418CP020173,Advanced C- Language,DLPJP18CPB4_Advanced C,26
DLPJ0418CP020173,IT Foundation Skills,DLPJP18CPB4_Foundation,22.5
DLPJ0418CP020173,Life Skills,Business Communication - C Stream,4.8
DLPJ0418CP020173,Programming in C,DLPJP18CPB4_Programming in C,21.1
DLPJ0418CP020174,Advanced C- Language,DLPJP18CPB4_Advanced C,15.6
DLPJ0418CP020174,IT Foundation Skills,DLPJP18CPB4_Foundation,20.8
DLPJ0418CP020174,Life Skills,Business Communication - C Stream,2.2
DLPJ0418CP020174,PJP  Webinar,DLPJ0418C_Webinar,0.4
DLPJ0418CP020174,Programming in C,DLPJP18CPB4_Programming in C,15.2
DLPJ0418CP020175,Advanced C- Language,DLPJP18CPB4_Advanced C,14.8
DLPJ0418CP020175,IT Foundation Skills,DLPJP18CPB4_Foundation,13.2
DLPJ0418CP020175,Life Skills,Business Communication - C Stream,1.3
DLPJ0418CP020175,PJP  Webinar,DLPJ0418C_Webinar,0.1
DLPJ0418CP020175,Programming in C,DLPJP18CPB4_Programming in C,15.7
DLPJ0418CP020177,Advanced C- Language,DLPJP18CPB4_Advanced C,8.2
DLPJ0418CP020177,IT Foundation Skills,DLPJP18CPB4_Foundation,12.1
DLPJ0418CP020177,Life Skills,Business Communication - C Stream,1.6
DLPJ0418CP020177,Programming in C,DLPJP18CPB4_Programming in C,8.4
DLPJ0418CP020178,Advanced C- Language,DLPJP18CPB4_Advanced C,1.4
DLPJ0418CP020178,IT Foundation Skills,DLPJP18CPB4_Foundation,18.6
DLPJ0418CP020178,Life Skills,Business Communication - C Stream,3
DLPJ0418CP020178,PJP  Webinar,DLPJ0418C_Webinar,0
DLPJ0418CP020178,Programming in C,DLPJP18CPB4_Programming in C,17.8
DLPJ0418CP020179,Advanced C- Language,DLPJP18CPB4_Advanced C,9.7
DLPJ0418CP020179,IT Foundation Skills,DLPJP18CPB4_Foundation,12.5
DLPJ0418CP020179,Life Skills,Business Communication - C Stream,2.7
DLPJ0418CP020179,PJP  Webinar,DLPJ0418C_Webinar,0.5
DLPJ0418CP020179,Programming in C,DLPJP18CPB4_Programming in C,14.6
DLPJ0418CP020180,Advanced C- Language,DLPJP18CPB4_Advanced C,11.5
DLPJ0418CP020180,IT Foundation Skills,DLPJP18CPB4_Foundation,9
DLPJ0418CP020180,Life Skills,Business Communication - C Stream,2
DLPJ0418CP020180,PJP  Webinar,DLPJ0418C_Webinar,0
DLPJ0418CP020180,Programming in C,DLPJP18CPB4_Programming in C,12.9
DLPJ0418CP020182,Advanced C- Language,DLPJP18CPB4_Advanced C,0
DLPJ0418CP020182,IT Foundation Skills,DLPJP18CPB4_Foundation,2.3
DLPJ0418CP020182,PJP  Webinar,DLPJ0418C_Webinar,0.6
DLPJ0418CP020182,Programming in C,DLPJP18CPB4_Programming in C,4
DLPJ0418DN040016,DotNet Online,DLPJP18DNB4_C Sharp,15.5
DLPJ0418DN040016,IT Foundation Skills,DLPJP18DNB4_Foundation,18
DLPJ0418DN040016,Life Skills,Business Communication - Dotnet Stream,2.2
DLPJ0418DN040016,PJP  Webinar,DLPJ0418DN_Webinar,0.1
DLPJ0418DN040016,Testing Concepts.,DLPJP18DNB4_Testing,1.5
DLPJ0418DN040017,DotNet Online,DLPJP18DNB4_C Sharp,26.1
DLPJ0418DN040017,IT Foundation Skills,DLPJP18DNB4_Foundation,18.4
DLPJ0418DN040017,Life Skills,Business Communication - Dotnet Stream,2.4
DLPJ0418DN040017,Testing Concepts.,DLPJP18DNB4_Testing,2
DLPJ0418DN040018,DotNet Online,DLPJP18DNB4_C Sharp,25.6
DLPJ0418DN040018,IT Foundation Skills,DLPJP18DNB4_Foundation,11.4
DLPJ0418DN040018,Life Skills,Business Communication - Dotnet Stream,1.5
DLPJ0418DN040018,PJP  Webinar,DLPJ0418DN_Webinar,0.7
DLPJ0418DN040018,Testing Concepts.,DLPJP18DNB4_Testing,1.2
DLPJ0418DN040019,DotNet Online,DLPJP18DNB4_C Sharp,31.2
DLPJ0418DN040019,IT Foundation Skills,DLPJP18DNB4_Foundation,15.8
DLPJ0418DN040019,Life Skills,Business Communication - Dotnet Stream,2.9
DLPJ0418DN040019,PJP  Webinar,DLPJ0418DN_Webinar,0.6
DLPJ0418DN040019,Testing Concepts.,DLPJP18DNB4_Testing,2.6
DLPJ0418DN040020,DotNet Online,DLPJP18DNB4_C Sharp,23.7
DLPJ0418DN040020,IT Foundation Skills,DLPJP18DNB4_Foundation,13.9
DLPJ0418DN040020,Life Skills,Business Communication - Dotnet Stream,2.3
DLPJ0418DN040020,PJP  Webinar,DLPJ0418DN_Webinar,0.7
DLPJ0418DN040020,Testing Concepts.,DLPJP18DNB4_Testing,2.7
DLPJ0418DN040021,DotNet Online,DLPJP18DNB4_C Sharp,3.7
DLPJ0418DN040021,IT Foundation Skills,DLPJP18DNB4_Foundation,4.3
DLPJ0418DN040021,Life Skills,Business Communication - Dotnet Stream,0
DLPJ0418DN040021,PJP  Webinar,DLPJ0418DN_Webinar,0
DLPJ0418DN040021,Testing Concepts.,DLPJP18DNB4_Testing,0.2
DLPJ0418DN040022,DotNet Online,DLPJP18DNB4_C Sharp,22.9
DLPJ0418DN040022,IT Foundation Skills,DLPJP18DNB4_Foundation,16.1
DLPJ0418DN040022,Life Skills,Business Communication - Dotnet Stream,1.3
DLPJ0418DN040022,PJP  Webinar,DLPJ0418DN_Webinar,0.4
DLPJ0418DN040022,Testing Concepts.,DLPJP18DNB4_Testing,2.6
DLPJ0418DN040023,DotNet Online,DLPJP18DNB4_C Sharp,40.7
DLPJ0418DN040023,IT Foundation Skills,DLPJP18DNB4_Foundation,28.5
DLPJ0418DN040023,Life Skills,Business Communication - Dotnet Stream,4.3
DLPJ0418DN040023,PJP  Webinar,DLPJ0418DN_Webinar,0
DLPJ0418DN040023,Testing Concepts.,DLPJP18DNB4_Testing,4.7
DLPJ0418DN040024,DotNet Online,DLPJP18DNB4_C Sharp,38.5
